"country","actor","total_revenue"
"Argentina","Sylvester Dern","31.92"
"Argentina","Christopher West","31.92"
"Argentina","Fred Costner","31.92"
"Argentina","Will Wilson","31.91"
"Argentina","John Suvari","31.90"
"Argentina","Nick Stallone","31.88"
"Argentina","Dan Streep","30.94"
"Argentina","Dan Torn","30.94"
"Argentina","Christian Gable","30.94"
"Argentina","Morgan Hopkins","30.94"
"Argentina","Harrison Bale","30.93"
"Argentina","Jon Chase","30.93"
"Argentina","Grace Mostel","30.93"
"Argentina","Jayne Nolte","30.92"
"Argentina","Cameron Zellweger","30.90"
"Argentina","Richard Penn","30.90"
"Argentina","Liza Bergman","29.94"
"Argentina","Kenneth Pesci","29.93"
"Argentina","Jude Cruise","29.92"
"Argentina","Jayne Silverstone","29.90"
"Argentina","Fay Kilmer","28.93"
"Argentina","Sean Guiness","27.95"
"Argentina","Meg Hawke","27.93"
"Argentina","Lucille Tracy","27.92"
"Argentina","Audrey Olivier","27.92"
"Argentina","Johnny Lollobrigida","27.92"
"Argentina","Cate Mcqueen","25.94"
"Argentina","Humphrey Willis","25.94"
"Argentina","Minnie Zellweger","25.94"
"Argentina","Carmen Hunt","25.93"
"Argentina","Alec Wayne","25.92"
"Argentina","Daryl Crawford","25.92"
"Argentina","Jessica Bailey","25.92"
"Argentina","Adam Hopper","24.95"
"Argentina","Nick Degeneres","24.94"
"Argentina","Julia Barrymore","24.92"
"Argentina","Cary Mcconaughey","23.93"
"Argentina","Bela Walken","23.93"
"Argentina","Jeff Silverstone","23.93"
"Argentina","Cate Harris","23.92"
"Argentina","Tom Mckellen","23.90"
"Argentina","Meryl Allen","22.95"
"Argentina","Sean Williams","22.94"
"Argentina","Warren Nolte","22.89"
"Argentina","Salma Nolte","21.95"
"Argentina","Ian Tandy","21.95"
"Argentina","Sissy Sobieski","21.95"
"Argentina","Scarlett Bening","21.95"
"Argentina","Laura Brody","21.94"
"Argentina","Elvis Marx","21.94"
"Argentina","Emily Dee","20.97"
"Argentina","Judy Dean","20.96"
"Argentina","Frances Tomei","20.95"
"Argentina","Kenneth Torn","20.94"
"Argentina","Penelope Cronyn","20.94"
"Argentina","Matthew Johansson","20.94"
"Argentina","Mena Hopper","19.96"
"Argentina","Minnie Kilmer","19.95"
"Argentina","Alan Dreyfuss","19.94"
"Argentina","Audrey Bailey","19.94"
"Argentina","Harvey Hope","19.94"
"Argentina","Burt Dukakis","19.93"
"Argentina","Nick Wahlberg","19.92"
"Argentina","Lisa Monroe","19.92"
"Argentina","Morgan Mcdormand","18.96"
"Argentina","Cuba Birch","18.95"
"Argentina","Angelina Astaire","18.95"
"Argentina","Kirk Jovovich","18.93"
"Argentina","Karl Berry","18.91"
"Argentina","Julia Zellweger","17.97"
"Argentina","Johnny Cage","17.95"
"Argentina","Jennifer Davis","17.94"
"Argentina","Kevin Bloom","16.96"
"Argentina","Al Garland","16.96"
"Argentina","Kenneth Paltrow","16.95"
"Argentina","Helen Voight","16.93"
"Argentina","Russell Close","15.96"
"Argentina","Cuba Olivier","15.94"
"Argentina","Greg Chaplin","14.97"
"Argentina","Renee Ball","14.95"
"Argentina","Michelle Mcconaughey","13.97"
"Argentina","Tom Miranda","12.97"
"Argentina","Joe Swank","12.96"
"Argentina","Penelope Guiness","10.97"
"Argentina","Rip Winslet","10.97"
"Argentina","Sandra Peck","10.96"
"Argentina","Zero Cage","10.96"
"Argentina","Rita Reynolds","9.98"
"Argentina","Fay Wood","6.97"
"Argentina","Adam Grant","6.97"
"Argentina","Bob Fawcett","4.99"
"Armenia","James Pitt","19.97"
"Armenia","Zero Cage","19.97"
"Armenia","Kirsten Paltrow","18.97"
"Armenia","River Dean","18.96"
"Armenia","Albert Johansson","15.98"
"Armenia","Ellen Presley","15.97"
"Armenia","Morgan Hopkins","13.97"
"Armenia","Gene Hopkins","12.98"
"Armenia","Gary Phoenix","12.98"
"Armenia","Gregory Gooding","12.98"
"Armenia","Ralph Cruz","12.98"
"Armenia","Fred Costner","11.98"
"Armenia","Lucille Dee","11.98"
"Armenia","Elvis Marx","11.98"
"Armenia","Johnny Lollobrigida","11.98"
"Armenia","Kevin Bloom","11.97"
"Armenia","Helen Voight","10.98"
"Armenia","Warren Nolte","10.98"
"Armenia","Humphrey Garland","10.98"
"Armenia","Walter Torn","9.99"
"Armenia","Ben Willis","9.98"
"Armenia","Judy Dean","9.97"
"Armenia","Harrison Bale","8.98"
"Armenia","Cuba Birch","8.98"
"Armenia","Natalie Hopkins","8.98"
"Armenia","Daryl Wahlberg","8.97"
"Armenia","Cameron Streep","7.99"
"Armenia","Laurence Bullock","7.99"
"Armenia","Albert Nolte","7.99"
"Armenia","Sean Williams","7.99"
"Armenia","Chris Bridges","7.99"
"Armenia","Cuba Allen","7.99"
"Armenia","Julia Barrymore","7.99"
"Armenia","Christian Akroyd","7.99"
"Armenia","Cary Mcconaughey","7.99"
"Armenia","Gene Mckellen","7.99"
"Armenia","Jayne Nolte","7.98"
"Armenia","Laura Brody","7.98"
"Armenia","Parker Goldberg","7.98"
"Armenia","Uma Wood","7.98"
"Armenia","Ben Harris","7.98"
"Armenia","Gina Degeneres","6.99"
"Armenia","Burt Dukakis","6.99"
"Armenia","Scarlett Damon","6.99"
"Armenia","Kirsten Akroyd","6.99"
"Armenia","Woody Jolie","6.99"
"Armenia","Frances Tomei","6.99"
"Armenia","Nick Wahlberg","6.99"
"Armenia","Ed Chase","6.99"
"Armenia","Reese West","6.99"
"Armenia","Susan Davis","6.99"
"Armenia","Michelle Mcconaughey","6.99"
"Armenia","Greta Keitel","6.99"
"Armenia","Lucille Tracy","5.99"
"Armenia","Renee Tracy","5.99"
"Armenia","Cate Harris","5.99"
"Armenia","Johnny Cage","5.99"
"Armenia","Julianne Dench","5.99"
"Armenia","Liza Bergman","5.98"
"Armenia","Cameron Zellweger","5.98"
"Armenia","Minnie Kilmer","4.99"
"Armenia","Warren Jackman","4.99"
"Armenia","Penelope Cronyn","4.99"
"Armenia","Vivien Basinger","4.99"
"Armenia","Goldie Brody","4.99"
"Armenia","Lisa Monroe","4.99"
"Armenia","Groucho Williams","4.99"
"Armenia","Dan Streep","4.99"
"Armenia","Morgan Mcdormand","4.99"
"Armenia","William Hackman","4.99"
"Armenia","John Suvari","4.99"
"Armenia","Reese Kilmer","4.99"
"Armenia","Tom Mckellen","4.99"
"Armenia","Milla Keitel","4.99"
"Armenia","Karl Berry","4.99"
"Armenia","Matthew Carrey","4.99"
"Armenia","Tim Hackman","4.99"
"Armenia","Ed Mansfield","4.99"
"Armenia","Jodie Degeneres","4.99"
"Armenia","Carmen Hunt","4.99"
"Armenia","Meryl Gibson","4.99"
"Armenia","Nick Stallone","4.99"
"Armenia","Mena Temple","4.98"
"Armenia","Kirk Jovovich","3.99"
"Armenia","Gary Penn","3.98"
"Armenia","Kim Allen","3.98"
"Armenia","Bela Walken","2.99"
"Armenia","Frances Day-Lewis","2.99"
"Armenia","Milla Peck","2.99"
"Armenia","Sandra Kilmer","2.99"
"Armenia","Scarlett Bening","2.99"
"Armenia","Angela Hudson","2.99"
"Armenia","Alan Dreyfuss","2.99"
"Armenia","Vivien Bergen","2.99"
"Armenia","Alec Wayne","2.99"
"Armenia","Richard Penn","2.99"
"Armenia","Renee Ball","2.99"
"Armenia","Rock Dukakis","2.99"
"Armenia","Emily Dee","2.99"
"Armenia","Charlize Dench","1.99"
"Armenia","Mary Tandy","1.99"
"Armenia","Joe Swank","1.99"
"Armenia","Val Bolger","1.99"
"Armenia","Geoffrey Heston","0.99"
"Armenia","Kevin Garland","0.99"
"Austria","Gina Degeneres","28.94"
"Austria","Penelope Pinkett","24.93"
"Austria","Parker Goldberg","23.96"
"Austria","Fay Kilmer","23.96"
"Austria","Russell Bacall","22.95"
"Austria","Dan Torn","21.96"
"Austria","Matthew Carrey","19.97"
"Austria","Kirsten Paltrow","19.97"
"Austria","Jayne Neeson","17.97"
"Austria","Morgan Hopkins","17.96"
"Austria","Julianne Dench","17.96"
"Austria","Frances Day-Lewis","17.95"
"Austria","Gary Penn","16.97"
"Austria","Natalie Hopkins","16.96"
"Austria","Greg Chaplin","16.96"
"Austria","Angela Witherspoon","16.96"
"Austria","Julia Mcqueen","15.97"
"Austria","Rita Reynolds","15.97"
"Austria","Dustin Tautou","15.97"
"Austria","Sean Williams","15.97"
"Austria","Cuba Birch","15.96"
"Austria","Jayne Silverstone","15.96"
"Austria","Lucille Dee","15.96"
"Austria","Lucille Tracy","15.95"
"Austria","Morgan Mcdormand","15.95"
"Austria","Mary Keitel","14.98"
"Austria","Gary Phoenix","14.97"
"Austria","Zero Cage","14.97"
"Austria","Cameron Zellweger","14.97"
"Austria","Whoopi Hurt","14.97"
"Austria","Johnny Lollobrigida","14.96"
"Austria","Sandra Peck","13.98"
"Austria","Greta Malden","13.98"
"Austria","Jeff Silverstone","13.98"
"Austria","William Hackman","13.97"
"Austria","Matthew Leigh","13.97"
"Austria","Christian Gable","13.96"
"Austria","Christian Akroyd","12.98"
"Austria","Richard Penn","12.98"
"Austria","Humphrey Willis","11.98"
"Austria","Warren Jackman","11.98"
"Austria","Rock Dukakis","11.98"
"Austria","Rip Winslet","11.97"
"Austria","Sidney Crowe","11.97"
"Austria","Kirsten Akroyd","11.97"
"Austria","Cate Mcqueen","11.97"
"Austria","Ed Chase","11.97"
"Austria","Woody Jolie","10.98"
"Austria","Morgan Williams","10.98"
"Austria","Minnie Kilmer","10.98"
"Austria","Christopher West","10.98"
"Austria","Burt Posey","10.98"
"Austria","Scarlett Bening","10.98"
"Austria","Gene Hopkins","10.97"
"Austria","Russell Temple","10.97"
"Austria","Goldie Brody","10.97"
"Austria","Nick Stallone","10.97"
"Austria","Reese West","10.97"
"Austria","Uma Wood","10.97"
"Austria","Kevin Garland","10.95"
"Austria","Tom Miranda","9.98"
"Austria","Cate Harris","9.97"
"Austria","Anne Cronyn","9.97"
"Austria","Milla Keitel","8.99"
"Austria","Matthew Johansson","8.99"
"Austria","Sandra Kilmer","8.99"
"Austria","Angelina Astaire","8.99"
"Austria","Nick Wahlberg","8.99"
"Austria","Thora Temple","8.98"
"Austria","Ben Harris","8.98"
"Austria","Christopher Berry","8.98"
"Austria","Cuba Olivier","8.98"
"Austria","Daryl Crawford","8.97"
"Austria","Jodie Degeneres","8.97"
"Austria","Cameron Streep","8.97"
"Austria","Jon Chase","8.97"
"Austria","Chris Bridges","8.97"
"Austria","Ellen Presley","7.99"
"Austria","Alan Dreyfuss","7.98"
"Austria","Audrey Olivier","7.98"
"Austria","Sean Guiness","7.98"
"Austria","Gene Mckellen","7.98"
"Austria","Ewan Gooding","7.98"
"Austria","Debbie Akroyd","7.98"
"Austria","Gregory Gooding","7.98"
"Austria","Mena Hopper","7.98"
"Austria","Vivien Basinger","7.98"
"Austria","Kenneth Paltrow","6.99"
"Austria","Renee Ball","6.99"
"Austria","Mena Temple","6.99"
"Austria","Jayne Nolte","6.99"
"Austria","Cuba Allen","6.97"
"Austria","Kirk Jovovich","6.97"
"Austria","Scarlett Damon","6.97"
"Austria","Spencer Peck","5.99"
"Austria","Groucho Sinatra","5.99"
"Austria","Jude Cruise","5.99"
"Austria","Julia Barrymore","5.99"
"Austria","Geoffrey Heston","5.99"
"Austria","Alec Wayne","5.99"
"Austria","Humphrey Garland","5.98"
"Austria","Mary Tandy","5.98"
"Austria","Fred Costner","5.98"
"Austria","Groucho Dunst","5.98"
"Austria","Ed Mansfield","5.98"
"Austria","Ed Guiness","5.98"
"Austria","Julia Fawcett","5.98"
"Austria","Walter Torn","5.98"
"Austria","Harvey Hope","5.97"
"Austria","Joe Swank","4.99"
"Austria","Jessica Bailey","4.99"
"Austria","Emily Dee","4.99"
"Austria","Woody Hoffman","4.99"
"Austria","Helen Voight","4.99"
"Austria","Michael Bening","4.99"
"Austria","Meryl Gibson","4.99"
"Austria","Groucho Williams","4.99"
"Austria","Tom Mckellen","4.99"
"Austria","James Pitt","4.99"
"Austria","River Dean","4.99"
"Austria","Mae Hoffman","4.99"
"Austria","Christian Neeson","4.99"
"Austria","Susan Davis","4.99"
"Austria","Karl Berry","4.99"
"Austria","Penelope Cronyn","4.99"
"Austria","Elvis Marx","3.98"
"Austria","Meg Hawke","3.98"
"Austria","Nick Degeneres","3.98"
"Austria","Frances Tomei","3.98"
"Austria","Harrison Bale","3.98"
"Austria","Cary Mcconaughey","2.99"
"Austria","Fay Wood","2.99"
"Austria","Will Wilson","2.99"
"Austria","Ray Johansson","2.99"
"Austria","Milla Peck","2.99"
"Austria","Burt Temple","2.99"
"Austria","Albert Nolte","2.99"
"Austria","Kenneth Hoffman","2.99"
"Austria","Dan Harris","2.99"
"Austria","Olympia Pfeiffer","2.99"
"Austria","Penelope Guiness","2.97"
"Austria","Jada Ryder","1.99"
"Austria","Dan Streep","1.99"
"Austria","Rip Crawford","1.99"
"Austria","Sylvester Dern","1.99"
"Austria","Albert Johansson","1.98"
"Austria","Vivien Bergen","1.98"
"Austria","Charlize Dench","1.98"
"Austria","Warren Nolte","0.99"
"Austria","Adam Hopper","0.99"
"Austria","Kim Allen","0.99"
"Austria","Burt Dukakis","0.99"
"Austria","Michael Bolger","0.99"
"Austria","Tim Hackman","0.99"
"Austria","Liza Bergman","0.99"
"Austria","Daryl Wahlberg","0.99"
"Austria","Penelope Monroe","0.99"
"Austria","Henry Berry","0.99"
"Austria","Ian Tandy","0.99"
"Austria","Grace Mostel","0.99"
"Austria","Val Bolger","0.99"
"Austria","Lisa Monroe","0.99"
"Azerbaijan","Warren Jackman","26.93"
"Azerbaijan","Bette Nicholson","24.96"
"Azerbaijan","Geoffrey Heston","19.97"
"Azerbaijan","Will Wilson","19.97"
"Azerbaijan","Gina Degeneres","19.96"
"Azerbaijan","Dan Harris","19.96"
"Azerbaijan","Jayne Nolte","18.97"
"Azerbaijan","Ewan Gooding","17.97"
"Azerbaijan","Albert Nolte","17.97"
"Azerbaijan","Mary Keitel","17.97"
"Azerbaijan","Lucille Tracy","17.96"
"Azerbaijan","Matthew Carrey","16.97"
"Azerbaijan","Penelope Cronyn","16.96"
"Azerbaijan","Morgan Mcdormand","15.97"
"Azerbaijan","Susan Davis","15.96"
"Azerbaijan","Angelina Astaire","14.97"
"Azerbaijan","Jada Ryder","13.98"
"Azerbaijan","Humphrey Willis","13.98"
"Azerbaijan","Jon Chase","13.97"
"Azerbaijan","Julianne Dench","13.97"
"Azerbaijan","Christian Akroyd","12.98"
"Azerbaijan","Warren Nolte","12.98"
"Azerbaijan","Olympia Pfeiffer","12.98"
"Azerbaijan","Greg Chaplin","12.97"
"Azerbaijan","Ben Willis","12.97"
"Azerbaijan","Ralph Cruz","12.97"
"Azerbaijan","Henry Berry","12.95"
"Azerbaijan","Christopher Berry","11.97"
"Azerbaijan","Bela Walken","10.99"
"Azerbaijan","Debbie Akroyd","10.99"
"Azerbaijan","Cameron Zellweger","10.98"
"Azerbaijan","Woody Jolie","10.98"
"Azerbaijan","Scarlett Damon","10.98"
"Azerbaijan","Scarlett Bening","10.98"
"Azerbaijan","Angela Hudson","10.97"
"Azerbaijan","Goldie Brody","10.97"
"Azerbaijan","Kirsten Akroyd","10.97"
"Azerbaijan","Johnny Cage","10.97"
"Azerbaijan","Sean Williams","9.98"
"Azerbaijan","Albert Johansson","9.98"
"Azerbaijan","Russell Close","9.98"
"Azerbaijan","Walter Torn","9.98"
"Azerbaijan","Natalie Hopkins","9.98"
"Azerbaijan","Tom Miranda","9.98"
"Azerbaijan","Renee Tracy","9.98"
"Azerbaijan","Zero Cage","9.97"
"Azerbaijan","Morgan Hopkins","8.98"
"Azerbaijan","Minnie Zellweger","8.98"
"Azerbaijan","Kenneth Torn","8.98"
"Azerbaijan","Humphrey Garland","7.99"
"Azerbaijan","Nick Degeneres","7.99"
"Azerbaijan","Sean Guiness","7.98"
"Azerbaijan","Tom Mckellen","7.98"
"Azerbaijan","Daryl Wahlberg","7.98"
"Azerbaijan","Val Bolger","7.98"
"Azerbaijan","Grace Mostel","7.98"
"Azerbaijan","Reese Kilmer","7.98"
"Azerbaijan","Cate Mcqueen","7.97"
"Azerbaijan","Kevin Garland","6.99"
"Azerbaijan","Woody Hoffman","6.99"
"Azerbaijan","Penelope Pinkett","6.98"
"Azerbaijan","Matthew Johansson","5.99"
"Azerbaijan","Frances Tomei","5.99"
"Azerbaijan","Emily Dee","5.99"
"Azerbaijan","Ed Guiness","5.99"
"Azerbaijan","Dustin Tautou","5.98"
"Azerbaijan","Oprah Kilmer","5.98"
"Azerbaijan","Burt Temple","5.98"
"Azerbaijan","Carmen Hunt","5.98"
"Azerbaijan","Julia Fawcett","5.98"
"Azerbaijan","Groucho Sinatra","5.98"
"Azerbaijan","Burt Posey","5.98"
"Azerbaijan","Julia Mcqueen","5.98"
"Azerbaijan","Renee Ball","4.99"
"Azerbaijan","Sandra Kilmer","4.99"
"Azerbaijan","Liza Bergman","4.99"
"Azerbaijan","John Suvari","4.99"
"Azerbaijan","Frances Day-Lewis","4.99"
"Azerbaijan","Jim Mostel","4.99"
"Azerbaijan","Kenneth Hoffman","4.99"
"Azerbaijan","Rip Winslet","4.99"
"Azerbaijan","Karl Berry","4.99"
"Azerbaijan","Helen Voight","4.99"
"Azerbaijan","Ian Tandy","4.99"
"Azerbaijan","Gene Mckellen","4.99"
"Azerbaijan","Sissy Sobieski","4.99"
"Azerbaijan","William Hackman","4.99"
"Azerbaijan","Nick Stallone","4.99"
"Azerbaijan","Sandra Peck","4.99"
"Azerbaijan","Rock Dukakis","4.99"
"Azerbaijan","Ed Chase","4.99"
"Azerbaijan","Milla Peck","4.98"
"Azerbaijan","Jane Jackman","4.98"
"Azerbaijan","Russell Temple","4.98"
"Azerbaijan","Harvey Hope","3.99"
"Azerbaijan","Ray Johansson","3.99"
"Azerbaijan","Alan Dreyfuss","3.99"
"Azerbaijan","Jayne Neeson","3.99"
"Azerbaijan","Matthew Leigh","3.99"
"Azerbaijan","Uma Wood","3.99"
"Azerbaijan","Christopher West","2.99"
"Azerbaijan","Laura Brody","2.99"
"Azerbaijan","Reese West","2.99"
"Azerbaijan","Audrey Bailey","2.99"
"Azerbaijan","Christian Neeson","2.99"
"Azerbaijan","Rita Reynolds","2.99"
"Azerbaijan","Fay Winslet","2.99"
"Azerbaijan","Gary Penn","2.99"
"Azerbaijan","Jodie Degeneres","2.99"
"Azerbaijan","Ed Mansfield","2.99"
"Azerbaijan","Kenneth Paltrow","2.99"
"Azerbaijan","Daryl Crawford","1.99"
"Azerbaijan","Michael Bolger","1.99"
"Azerbaijan","Meg Hawke","1.99"
"Azerbaijan","Anne Cronyn","1.99"
"Azerbaijan","River Dean","1.98"
"Azerbaijan","Alec Wayne","1.98"
"Azerbaijan","Charlize Dench","0.99"
"Azerbaijan","Jayne Silverstone","0.99"
"Azerbaijan","Parker Goldberg","0.99"
"Azerbaijan","Gregory Gooding","0.99"
"Azerbaijan","Michael Bening","0.99"
"Azerbaijan","Sylvester Dern","0.99"
"Azerbaijan","Penelope Monroe","0.99"
"Azerbaijan","James Pitt","0.99"
"Azerbaijan","Vivien Basinger","0.99"
"Azerbaijan","Kirsten Paltrow","0.99"
"Azerbaijan","Meryl Allen","0.99"
"Azerbaijan","Whoopi Hurt","0.99"
"Azerbaijan","Ellen Presley","0.99"
"Azerbaijan","Spencer Peck","0.99"
"Azerbaijan","Laurence Bullock","0.99"
"Bahrain","Kirsten Akroyd","17.97"
"Bahrain","Chris Depp","15.98"
"Bahrain","Gary Phoenix","15.96"
"Bahrain","Minnie Zellweger","12.98"
"Bahrain","Greta Keitel","12.97"
"Bahrain","Ed Guiness","12.97"
"Bahrain","Julianne Dench","10.98"
"Bahrain","Russell Bacall","10.98"
"Bahrain","Mae Hoffman","9.99"
"Bahrain","Scarlett Damon","9.99"
"Bahrain","Fred Costner","9.99"
"Bahrain","Frances Day-Lewis","9.99"
"Bahrain","Jude Cruise","9.99"
"Bahrain","Will Wilson","9.98"
"Bahrain","Sean Guiness","9.98"
"Bahrain","Scarlett Bening","9.98"
"Bahrain","Jayne Silverstone","8.98"
"Bahrain","Johnny Cage","8.98"
"Bahrain","Greg Chaplin","7.99"
"Bahrain","Warren Nolte","7.99"
"Bahrain","Matthew Carrey","7.98"
"Bahrain","Geoffrey Heston","7.98"
"Bahrain","Rip Crawford","7.98"
"Bahrain","Mary Tandy","7.98"
"Bahrain","Jodie Degeneres","6.99"
"Bahrain","Ellen Presley","6.99"
"Bahrain","Audrey Olivier","5.99"
"Bahrain","Frances Tomei","5.99"
"Bahrain","Cate Harris","5.99"
"Bahrain","Woody Hoffman","5.99"
"Bahrain","Michelle Mcconaughey","5.99"
"Bahrain","Harvey Hope","5.99"
"Bahrain","Cuba Birch","5.99"
"Bahrain","Vivien Basinger","5.99"
"Bahrain","Jeff Silverstone","5.99"
"Bahrain","Parker Goldberg","5.98"
"Bahrain","Jennifer Davis","5.98"
"Bahrain","Kirk Jovovich","5.98"
"Bahrain","Renee Tracy","4.99"
"Bahrain","Tim Hackman","4.99"
"Bahrain","Harrison Bale","4.99"
"Bahrain","Fay Winslet","4.99"
"Bahrain","Susan Davis","4.99"
"Bahrain","Alec Wayne","4.99"
"Bahrain","Daryl Wahlberg","4.99"
"Bahrain","Russell Close","4.99"
"Bahrain","Val Bolger","4.99"
"Bahrain","Charlize Dench","4.99"
"Bahrain","Kenneth Hoffman","4.99"
"Bahrain","Johnny Lollobrigida","4.99"
"Bahrain","Judy Dean","4.99"
"Bahrain","Anne Cronyn","4.99"
"Bahrain","Tom Miranda","4.99"
"Bahrain","Kevin Garland","4.99"
"Bahrain","Rock Dukakis","4.99"
"Bahrain","Kenneth Paltrow","4.99"
"Bahrain","Cuba Olivier","4.99"
"Bahrain","Burt Temple","4.99"
"Bahrain","Minnie Kilmer","4.99"
"Bahrain","Uma Wood","4.99"
"Bahrain","Mary Keitel","4.99"
"Bahrain","Penelope Pinkett","4.99"
"Bahrain","Dan Harris","4.98"
"Bahrain","Jon Chase","3.99"
"Bahrain","Vivien Bergen","3.99"
"Bahrain","Renee Ball","3.99"
"Bahrain","Natalie Hopkins","3.99"
"Bahrain","Christian Akroyd","3.99"
"Bahrain","Laurence Bullock","3.98"
"Bahrain","Reese West","3.98"
"Bahrain","Ian Tandy","2.99"
"Bahrain","Penelope Guiness","2.99"
"Bahrain","Richard Penn","2.99"
"Bahrain","Grace Mostel","2.99"
"Bahrain","Ed Mansfield","2.99"
"Bahrain","Gina Degeneres","2.99"
"Bahrain","Michael Bolger","2.99"
"Bahrain","John Suvari","2.99"
"Bahrain","Albert Nolte","2.99"
"Bahrain","River Dean","2.99"
"Bahrain","Nick Degeneres","2.99"
"Bahrain","Milla Peck","2.99"
"Bahrain","Sylvester Dern","2.99"
"Bahrain","Penelope Cronyn","2.99"
"Bahrain","Cameron Streep","2.99"
"Bahrain","Dustin Tautou","2.99"
"Bahrain","Daryl Crawford","2.99"
"Bahrain","Morgan Williams","2.99"
"Bahrain","Joe Swank","2.99"
"Bahrain","Thora Temple","2.99"
"Bahrain","Reese Kilmer","2.99"
"Bahrain","Elvis Marx","2.99"
"Bahrain","Jane Jackman","2.99"
"Bahrain","Matthew Leigh","2.99"
"Bahrain","Penelope Monroe","0.99"
"Bahrain","Jessica Bailey","0.99"
"Bahrain","Morgan Hopkins","0.99"
"Bahrain","Jayne Nolte","0.99"
"Bahrain","Jayne Neeson","0.99"
"Bahrain","Cameron Wray","0.99"
"Bahrain","Lucille Tracy","0.99"
"Bahrain","Sandra Kilmer","0.99"
"Bangladesh","Woody Hoffman","44.93"
"Bangladesh","Sean Williams","33.94"
"Bangladesh","Humphrey Garland","30.95"
"Bangladesh","Geoffrey Heston","27.95"
"Bangladesh","Kenneth Pesci","26.95"
"Bangladesh","Johnny Lollobrigida","26.94"
"Bangladesh","Susan Davis","26.93"
"Bangladesh","Henry Berry","26.93"
"Bangladesh","Mary Keitel","25.94"
"Bangladesh","Humphrey Willis","24.97"
"Bangladesh","Daryl Wahlberg","24.94"
"Bangladesh","Zero Cage","23.97"
"Bangladesh","Matthew Carrey","23.95"
"Bangladesh","Ed Guiness","23.94"
"Bangladesh","Jim Mostel","23.93"
"Bangladesh","Cate Mcqueen","22.95"
