"country","category","movie","total_revenue"
"Azerbaijan","Sports","Neighbors Charade","6.99"
"Azerbaijan","Sports","Smoochy Control","0.99"
"Azerbaijan","Travel","Frogmen Breaking","0.99"
"Bahrain","Action","Barefoot Manchurian","2.99"
"Bahrain","Action","Hills Neighbors","3.99"
"Bahrain","Action","Suspects Quills","5.99"
"Bahrain","Classics","Center Dinosaur","4.99"
"Bahrain","Documentary","Show Lord","4.99"
"Bahrain","Drama","Paths Control","4.99"
"Bahrain","Family","African Egg","2.99"
"Bahrain","Family","Atlantis Cause","5.99"
"Bahrain","Family","Bedazzled Married","0.99"
"Bahrain","Family","Chocolat Harry","2.99"
"Bahrain","Foreign","Doubtfire Labyrinth","4.99"
"Bahrain","Games","Madre Gables","4.99"
"Bahrain","New","Eagles Panky","9.99"
"Bahrain","Sci-Fi","Charade Duffel","7.99"
"Bahrain","Sci-Fi","Chariots Conspiracy","2.99"
"Bahrain","Sci-Fi","Fish Opus","2.99"
"Bahrain","Sci-Fi","Soldiers Evolution","4.99"
"Bahrain","Sports","California Birds","4.99"
"Bahrain","Sports","Gleaming Jawbreaker","2.99"
"Bahrain","Sports","Instinct Airport","2.99"
"Bahrain","Sports","Philadelphia Wife","4.99"
"Bahrain","Sports","Pickup Driving","6.99"
"Bahrain","Travel","Bucket Brotherhood","4.99"
"Bahrain","Travel","Wolves Desire","0.99"
"Bangladesh","Action","Dragon Squad","0.99"
"Bangladesh","Action","Minds Truman","8.99"
"Bangladesh","Action","Shrunk Divine","3.99"
"Bangladesh","Action","Truman Crazy","4.99"
"Bangladesh","Animation","Lawless Vision","6.99"
"Bangladesh","Animation","Pond Seattle","2.99"
"Bangladesh","Animation","Theory Mermaid","0.99"
"Bangladesh","Animation","Tracy Cider","0.99"
"Bangladesh","Children","Comancheros Enemy","0.99"
"Bangladesh","Classics","Bound Cheaper","4.99"
"Bangladesh","Classics","Center Dinosaur","8.99"
"Bangladesh","Classics","Detective Vision","4.99"
"Bangladesh","Classics","Jerk Paycheck","2.99"
"Bangladesh","Classics","Sling Luke","4.99"
"Bangladesh","Classics","Voyage Legally","0.99"
"Bangladesh","Comedy","Knock Warlock","4.99"
"Bangladesh","Comedy","Life Twisted","3.99"
"Bangladesh","Comedy","Lonely Elephant","2.99"
"Bangladesh","Documentary","Bonnie Holocaust","0.99"
"Bangladesh","Documentary","Cider Desire","2.99"
"Bangladesh","Documentary","Egg Igby","7.99"
"Bangladesh","Documentary","Princess Giant","8.99"
"Bangladesh","Documentary","Wagon Jaws","7.98"
"Bangladesh","Drama","Dalmations Sweden","2.99"
"Bangladesh","Drama","Darkness War","5.99"
"Bangladesh","Drama","Deceiver Betrayed","0.99"
"Bangladesh","Drama","Destination Jerk","0.99"
"Bangladesh","Drama","Slacker Liaisons","6.99"
"Bangladesh","Family","Effect Gladiator","1.99"
"Bangladesh","Family","Indian Love","5.99"
"Bangladesh","Family","Rush Goodfellas","6.99"
"Bangladesh","Foreign","Brooklyn Desert","4.99"
"Bangladesh","Foreign","Gentlemen Stage","2.99"
"Bangladesh","Foreign","Hunger Roof","1.99"
"Bangladesh","Foreign","Lose Inch","2.98"
"Bangladesh","Foreign","Moon Bunch","0.99"
"Bangladesh","Foreign","Trap Guys","10.99"
"Bangladesh","Foreign","War Notting","4.99"
"Bangladesh","Games","Dwarfs Alter","2.99"
"Bangladesh","Games","Gun Bonnie","0.99"
"Bangladesh","Games","Madre Gables","2.99"
"Bangladesh","Games","Moonwalker Fool","13.98"
"Bangladesh","Games","Spy Mile","3.99"
"Bangladesh","Games","Wanda Chamber","6.99"
"Bangladesh","Horror","Airport Pollock","4.99"
"Bangladesh","Horror","Arachnophobia Rollercoaster","4.99"
"Bangladesh","Horror","Patton Interview","13.97"
"Bangladesh","Horror","Rules Human","9.98"
"Bangladesh","Horror","Strangers Graffiti","9.99"
"Bangladesh","Music","Birch Antitrust","6.99"
"Bangladesh","Music","Birdcage Casper","2.99"
"Bangladesh","Music","Deer Virginian","2.99"
"Bangladesh","Music","Roman Punk","2.99"
"Bangladesh","New","Earth Vision","0.99"
"Bangladesh","New","Pianist Outfield","0.99"
"Bangladesh","New","Salute Apollo","7.99"
"Bangladesh","Sci-Fi","Attacks Hate","5.99"
"Bangladesh","Sci-Fi","Blindness Gun","4.99"
"Bangladesh","Sci-Fi","Goodfellas Salute","4.99"
"Bangladesh","Sci-Fi","Mourning Purple","2.99"
"Bangladesh","Sci-Fi","Nemo Campus","9.98"
"Bangladesh","Sci-Fi","Weekend Personal","4.99"
"Bangladesh","Sports","Anonymous Human","0.99"
"Bangladesh","Sports","California Birds","8.99"
"Bangladesh","Sports","Mile Mulan","0.99"
"Bangladesh","Sports","Novocaine Flight","1.99"
"Bangladesh","Sports","Peach Innocent","7.99"
"Bangladesh","Sports","Poseidon Forever","4.99"
"Bangladesh","Sports","Seabiscuit Punk","2.99"
"Bangladesh","Sports","Star Operation","6.99"
"Bangladesh","Travel","Fellowship Autumn","4.99"
"Bangladesh","Travel","Frogmen Breaking","0.99"
"Bangladesh","Travel","Igby Maker","4.99"
"Bangladesh","Travel","Shining Roses","6.99"
"Belarus","Action","Berets Agent","3.99"
"Belarus","Action","Darko Dorado","8.99"
"Belarus","Action","Easy Gladiator","6.99"
"Belarus","Action","Fool Mockingbird","9.99"
"Belarus","Action","Park Citizen","7.99"
"Belarus","Action","Patriot Roman","3.99"
"Belarus","Action","Primary Glass","0.99"
"Belarus","Action","Rings Heartbreakers","1.99"
"Belarus","Animation","Anaconda Confessions","3.99"
"Belarus","Animation","Carol Texas","2.99"
"Belarus","Animation","Pride Alamo","0.99"
"Belarus","Animation","Sugar Wonka","7.99"
"Belarus","Animation","Wait Cider","6.99"
"Belarus","Children","Sabrina Midnight","5.99"
"Belarus","Children","Stranger Strangers","7.99"
"Belarus","Classics","Arizona Bang","4.99"
"Belarus","Classics","Lovely Jingle","3.99"
"Belarus","Classics","Million Ace","4.99"
"Belarus","Classics","Prejudice Oleander","7.99"
"Belarus","Classics","Requiem Tycoon","5.99"
"Belarus","Classics","Wasteland Divine","2.99"
"Belarus","Comedy","Closer Bang","6.99"
"Belarus","Comedy","Freedom Cleopatra","0.99"
"Belarus","Comedy","Jaws Harry","2.99"
"Belarus","Documentary","Bill Others","2.99"
"Belarus","Documentary","Sagebrush Clueless","7.99"
"Belarus","Drama","Harry Idaho","6.99"
"Belarus","Drama","Queen Luke","5.99"
"Belarus","Drama","Racer Egg","2.99"
"Belarus","Drama","Vietnam Smoochy","0.99"
"Belarus","Family","Half Outfield","2.99"
"Belarus","Family","Jason Trap","2.99"
"Belarus","Family","Network Peak","2.99"
"Belarus","Family","Sunset Racer","1.99"
"Belarus","Foreign","Agent Truman","6.99"
"Belarus","Foreign","Greek Everyone","2.99"
"Belarus","Games","Encino Elf","3.99"
"Belarus","Games","Haunting Pianist","0.99"
"Belarus","Games","State Wasteland","7.99"
"Belarus","Games","Volcano Texas","0.99"
"Belarus","Games","Wind Phantom","0.99"
"Belarus","Horror","Airport Pollock","5.99"
"Belarus","Horror","Family Sweet","0.99"
"Belarus","Horror","Lola Agent","7.99"
"Belarus","Music","Deer Virginian","3.99"
"Belarus","Music","Heavenly Gun","4.99"
"Belarus","New","Brannigan Sunrise","4.99"
"Belarus","New","Butterfly Chocolat","4.99"
"Belarus","New","Earth Vision","0.99"
"Belarus","New","Mask Peach","2.99"
"Belarus","New","Voice Peach","3.99"
"Belarus","Sci-Fi","Chainsaw Uptown","0.99"
"Belarus","Sci-Fi","Cheaper Clyde","0.99"
"Belarus","Sci-Fi","Random Go","2.99"
"Belarus","Sports","Image Princess","8.99"
"Belarus","Sports","Jade Bunch","2.99"
"Belarus","Sports","Records Zorro","4.99"
"Belarus","Sports","River Outlaw","0.99"
"Belarus","Sports","Straight Hours","4.99"
"Belarus","Travel","Contact Anonymous","2.99"
"Belarus","Travel","Disciple Mother","0.99"
"Belarus","Travel","Papi Necklace","5.99"
"Belarus","Travel","Window Side","2.99"
"Belarus","Travel","Wolves Desire","0.99"
"Bolivia","Action","Drifter Commandments","4.99"
"Bolivia","Action","Story Side","0.99"
"Bolivia","Action","Truman Crazy","4.99"
"Bolivia","Animation","Blackout Private","2.99"
"Bolivia","Animation","Carol Texas","2.99"
"Bolivia","Animation","Dogma Family","4.99"
"Bolivia","Animation","Juggler Hardly","2.99"
"Bolivia","Children","Betrayed Rear","8.99"
"Bolivia","Children","Forever Candidate","2.99"
"Bolivia","Children","Magic Mallrats","4.99"
"Bolivia","Children","Polish Brooklyn","1.99"
"Bolivia","Classics","Center Dinosaur","4.99"
"Bolivia","Classics","Color Philadelphia","2.99"
"Bolivia","Classics","Lovely Jingle","2.99"
"Bolivia","Comedy","Bringing Hysterical","2.99"
"Bolivia","Comedy","Caper Motions","3.99"
"Bolivia","Comedy","Heaven Freedom","2.99"
"Bolivia","Comedy","Searchers Wait","6.99"
"Bolivia","Documentary","Academy Dinosaur","0.99"
"Bolivia","Documentary","Pacific Amistad","1.99"
"Bolivia","Documentary","Pelican Comforts","6.99"
"Bolivia","Drama","Translation Summer","1.99"
"Bolivia","Family","Dinosaur Secretary","2.99"
"Bolivia","Family","Effect Gladiator","4.99"
"Bolivia","Family","Jason Trap","4.99"
"Bolivia","Family","Pilot Hoosiers","3.99"
"Bolivia","Games","Panky Submarine","8.99"
"Bolivia","Horror","Yentl Idaho","4.99"
"Bolivia","Music","Insider Arizona","2.99"
"Bolivia","Music","Jawbreaker Brooklyn","0.99"
"Bolivia","Music","Taxi Kick","0.99"
"Bolivia","New","Eagles Panky","4.99"
"Bolivia","New","Interview Liaisons","6.99"
"Bolivia","New","Samurai Lion","2.99"
"Bolivia","New","Unbreakable Karate","6.99"
"Bolivia","New","Vampire Whale","5.99"
"Bolivia","Sci-Fi","Disturbing Scarface","2.99"
"Bolivia","Sci-Fi","English Bulworth","4.99"
"Bolivia","Sci-Fi","Eyes Driving","2.99"
"Bolivia","Sports","California Birds","4.99"
"Bolivia","Sports","Neighbors Charade","2.99"
"Bolivia","Sports","Pickup Driving","4.99"
"Bolivia","Sports","Straight Hours","1.99"
"Bolivia","Travel","Working Microcosmos","4.99"
"Brazil","Action","Amadeus Holy","5.97"
"Brazil","Action","American Circus","9.99"
"Brazil","Action","Berets Agent","6.99"
"Brazil","Action","Bull Shawshank","2.98"
"Brazil","Action","Caddyshack Jedi","5.97"
"Brazil","Action","Campus Remember","2.99"
"Brazil","Action","Celebrity Horn","1.98"
"Brazil","Action","Dances None","0.99"
"Brazil","Action","Darn Forrester","4.99"
"Brazil","Action","Devil Desire","5.99"
"Brazil","Action","Dragon Squad","0.99"
"Brazil","Action","Dream Pickup","2.99"
"Brazil","Action","Easy Gladiator","6.99"
"Brazil","Action","Fantasy Troopers","0.99"
"Brazil","Action","Grail Frankenstein","7.99"
"Brazil","Action","Kissing Dolls","4.99"
"Brazil","Action","Lust Lock","4.99"
"Brazil","Action","Magnolia Forrester","5.98"
"Brazil","Action","Patriot Roman","2.99"
"Brazil","Action","Primary Glass","1.98"
"Brazil","Action","Rings Heartbreakers","0.99"
"Brazil","Action","Rugrats Shakespeare","2.99"
"Brazil","Action","Shrunk Divine","2.99"
"Brazil","Action","Side Ark","0.99"
"Brazil","Action","Speakeasy Date","5.98"
"Brazil","Action","Stagecoach Armageddon","7.99"
"Brazil","Action","Story Side","2.99"
"Brazil","Action","Suspects Quills","2.99"
"Brazil","Action","Trip Newton","5.99"
"Brazil","Action","Waterfront Deliverance","16.98"
"Brazil","Action","Werewolf Lola","5.99"
"Brazil","Action","Women Dorado","6.98"
"Brazil","Action","Worst Banger","2.99"
"Brazil","Animation","Anaconda Confessions","0.99"
"Brazil","Animation","Bikini Borrowers","6.99"
"Brazil","Animation","Canyon Stock","1.98"
"Brazil","Animation","Carol Texas","6.99"
"Brazil","Animation","Champion Flatliners","8.99"
"Brazil","Animation","Club Graffiti","5.99"
"Brazil","Animation","Dares Pluto","3.99"
"Brazil","Animation","Desire Alien","2.99"
"Brazil","Animation","Dogma Family","15.97"
"Brazil","Animation","Double Wrath","4.99"
"Brazil","Animation","Early Home","4.99"
"Brazil","Animation","Falcon Volume","4.99"
"Brazil","Animation","Forrester Comancheros","9.98"
"Brazil","Animation","Gangs Pride","3.99"
"Brazil","Animation","Harper Dying","4.99"
"Brazil","Animation","Inch Jet","10.98"
"Brazil","Animation","Insects Stone","0.99"
"Brazil","Animation","Intentions Empire","2.99"
"Brazil","Animation","Juggler Hardly","2.99"
"Brazil","Animation","Lawless Vision","4.99"
"Brazil","Animation","Massage Image","2.99"
"Brazil","Animation","Nash Chocolat","2.99"
"Brazil","Animation","Oscar Gold","2.99"
"Brazil","Animation","Packer Madigan","5.98"
"Brazil","Animation","Potluck Mixed","12.97"
"Brazil","Animation","Pride Alamo","0.99"
"Brazil","Animation","Sleepless Monsoon","4.99"
"Brazil","Animation","Snowman Rollercoaster","4.99"
"Brazil","Animation","Sons Interview","5.99"
"Brazil","Animation","Storm Happiness","1.98"
"Brazil","Animation","Sugar Wonka","4.99"
"Brazil","Animation","Sunrise League","4.99"
"Brazil","Animation","Telemark Heartbreakers","7.98"
"Brazil","Animation","Thief Pelican","11.98"
"Brazil","Animation","Titanic Boondock","12.98"
"Brazil","Animation","Turn Star","9.98"
"Brazil","Animation","Watch Tracy","6.98"
"Brazil","Animation","Wonka Sea","8.98"
"Brazil","Children","Backlash Undefeated","10.99"
"Brazil","Children","Bear Graceland","20.97"
"Brazil","Children","Cabin Flash","0.99"
"Brazil","Children","Christmas Moonshine","0.99"
"Brazil","Children","Crooked Frogmen","5.98"
"Brazil","Children","Empire Malkovich","2.99"
"Brazil","Children","Full Flatliners","5.98"
"Brazil","Children","Giant Troopers","11.97"
"Brazil","Children","Gorgeous Bingo","4.99"
"Brazil","Children","Hall Cassidy","17.98"
"Brazil","Children","Heartbreakers Bright","4.99"
"Brazil","Children","Holocaust Highball","0.99"
"Brazil","Children","Jumping Wrath","7.98"
"Brazil","Children","Magic Mallrats","0.99"
"Brazil","Children","Microcosmos Paradise","7.98"
"Brazil","Children","Murder Antitrust","2.99"
"Brazil","Children","Noon Papi","8.98"
"Brazil","Children","Polish Brooklyn","0.99"
"Brazil","Children","Santa Paris","2.99"
"Brazil","Children","Shepherd Midsummer","0.99"
"Brazil","Children","Splendor Patton","0.99"
"Brazil","Children","Strangelove Desire","0.99"
"Brazil","Children","Sundance Invasion","3.99"
"Brazil","Children","Sweethearts Suspects","6.99"
"Brazil","Children","Ties Hunger","11.98"
"Brazil","Children","Tootsie Pilot","1.99"
"Brazil","Children","Wrong Behavior","2.99"
"Brazil","Children","Zoolander Fiction","5.99"
"Brazil","Classics","Arizona Bang","2.99"
"Brazil","Classics","Bound Cheaper","1.98"
"Brazil","Classics","Candidate Perdition","2.99"
"Brazil","Classics","Center Dinosaur","13.98"
"Brazil","Classics","Color Philadelphia","4.99"
"Brazil","Classics","Cruelty Unforgiven","0.99"
"Brazil","Classics","Detective Vision","5.98"
"Brazil","Classics","Dynamite Tarzan","2.99"
"Brazil","Classics","Frost Head","0.99"
"Brazil","Classics","Hyde Doctor","2.99"
"Brazil","Classics","Iron Moon","4.99"
"Brazil","Classics","Jerk Paycheck","2.99"
"Brazil","Classics","Loathing Legally","9.96"
"Brazil","Classics","Musketeers Wait","14.97"
"Brazil","Classics","Pajama Jawbreaker","2.99"
"Brazil","Classics","Prejudice Oleander","4.99"
"Brazil","Classics","Right Cranes","4.99"
"Brazil","Classics","Roots Remember","3.99"
"Brazil","Classics","Spiking Element","3.99"
"Brazil","Classics","Steel Santa","13.98"
"Brazil","Classics","Summer Scarface","0.99"
"Brazil","Classics","Timberland Sky","0.99"
"Brazil","Classics","Tomorrow Hustler","12.96"
"Brazil","Classics","Voyage Legally","3.97"
"Brazil","Classics","Westward Seabiscuit","5.98"
"Brazil","Comedy","Airplane Sierra","4.99"
"Brazil","Comedy","Anthem Luke","8.99"
"Brazil","Comedy","Bringing Hysterical","2.99"
"Brazil","Comedy","Cat Coneheads","13.98"
"Brazil","Comedy","Control Anthem","4.99"
"Brazil","Comedy","Daddy Pittsburgh","4.99"
"Brazil","Comedy","Doom Dancing","4.99"
"Brazil","Comedy","Downhill Enough","4.99"
"Brazil","Comedy","Dying Maker","4.99"
"Brazil","Comedy","Element Freddy","13.98"
"Brazil","Comedy","Flintstones Happiness","7.99"
"Brazil","Comedy","Gold River","5.99"
"Brazil","Comedy","Hurricane Affair","8.98"
"Brazil","Comedy","Hustler Party","12.98"
"Brazil","Comedy","Jaws Harry","12.98"
"Brazil","Comedy","Lonely Elephant","10.98"
"Brazil","Comedy","Mulan Moon","0.99"
"Brazil","Comedy","Mystic Truman","3.99"
"Brazil","Comedy","Operation Operation","2.99"
"Brazil","Comedy","Paradise Sabrina","2.99"
"Brazil","Comedy","Party Knock","2.99"
"Brazil","Comedy","Perfect Groove","6.98"
"Brazil","Comedy","Saturn Name","4.99"
"Brazil","Comedy","Strictly Scarface","2.99"
"Brazil","Comedy","Sweden Shining","5.98"
"Brazil","Comedy","Velvet Terminator","4.99"
"Brazil","Comedy","Zorro Ark","13.98"
"Brazil","Documentary","Academy Dinosaur","1.98"
"Brazil","Documentary","Adaptation Holes","2.99"
"Brazil","Documentary","Army Flintstones","4.98"
"Brazil","Documentary","Bed Highball","5.99"
"Brazil","Documentary","Brotherhood Blanket","12.98"
"Brazil","Documentary","Cider Desire","6.98"
"Brazil","Documentary","Coast Rainbow","0.99"
"Brazil","Documentary","Cupboard Sinners","6.99"
"Brazil","Documentary","Dancing Fever","2.99"
"Brazil","Documentary","Duffel Apocalypse","0.99"
"Brazil","Documentary","Egg Igby","8.98"
"Brazil","Documentary","Expendable Stallion","0.99"
"Brazil","Documentary","French Holiday","20.97"
"Brazil","Documentary","Halloween Nuts","5.98"
"Brazil","Documentary","Hawk Chill","3.99"
"Brazil","Documentary","Hunter Alter","9.98"
"Brazil","Documentary","Metal Armageddon","2.99"
"Brazil","Documentary","Midsummer Groundhog","9.99"
"Brazil","Documentary","Mod Secretary","6.99"
"Brazil","Documentary","National Story","7.98"
"Brazil","Documentary","Pacific Amistad","5.99"
"Brazil","Documentary","Princess Giant","5.99"
"Brazil","Documentary","Sagebrush Clueless","2.99"
"Brazil","Documentary","Secret Groundhog","4.99"
"Brazil","Documentary","Streak Ridgemont","0.99"
"Brazil","Documentary","United Pilot","1.99"
"Brazil","Documentary","Virginian Pluto","1.98"
"Brazil","Documentary","Wars Pluto","5.99"
"Brazil","Documentary","Wedding Apollo","6.98"
"Brazil","Documentary","Wife Turn","24.97"
"Brazil","Documentary","Wrath Mile","2.99"
"Brazil","Drama","Beethoven Exorcist","2.98"
"Brazil","Drama","Blade Polish","1.98"
"Brazil","Drama","Chill Luck","1.98"
"Brazil","Drama","Coneheads Smoochy","15.97"
"Brazil","Drama","Craft Outfield","1.98"
"Brazil","Drama","Darkness War","2.99"
"Brazil","Drama","Deceiver Betrayed","0.99"
"Brazil","Drama","Edge Kissing","6.99"
"Brazil","Drama","Encounters Curtain","3.97"
"Brazil","Drama","Gone Trouble","2.99"
"Brazil","Drama","Greedy Roots","1.98"
"Brazil","Drama","Hanging Deep","11.98"
"Brazil","Drama","Harold French","0.99"
"Brazil","Drama","Hobbit Alien","2.99"
"Brazil","Drama","Jacket Frisco","2.99"
"Brazil","Drama","Kwai Homeward","0.99"
"Brazil","Drama","Lebowski Soldiers","2.99"
"Brazil","Drama","Necklace Outbreak","6.98"
"Brazil","Drama","Orient Closer","4.99"
"Brazil","Drama","Paths Control","7.99"
"Brazil","Drama","Queen Luke","4.99"
"Brazil","Drama","Reunion Witches","5.98"
"Brazil","Drama","Savannah Town","1.99"
"Brazil","Drama","Scorpion Apollo","4.99"
"Brazil","Drama","Seattle Expecations","6.99"
